objectid,plazacode,plazaname,concessionairetype,plazatype,city,state,concessionairename,longitude,latitude
1045,1002,L&T Vadodra,Conc.,National,Vadodara,Gujarat,L&T,22.015027,73.115049
1046,2001,Boriach Toll Plaza,PF,National,Navsari,Gujarat,NHAI,20.885548,73.052162
1047,2002,Charoti Toll Plaza,PF,National,Palghar,Maharashtra,NHAI,19.890544,72.942644
1048,2003,Bhagwada Toll Plaza,PF,National,Valsad,Gujarat,NHAI,20.43495,72.917204
1049,2004,Choryasi Toll Plaza,PF,National,Surat,Gujarat,NHAI,21.303367,72.95418
1050,2005,Ahmedabad Toll Plaza,Conc.,National,Ahmedabad,Gujarat,IRB,22.975793,72.650335
1051,2006,Ahmedabad (Ring Road) Toll Pl,Conc.,National,Ahmedabad,Gujarat,IRB,22.973846,72.473028
1052,2007,Nadiad Toll Plaza,Conc.,National,Kheda,Gujarat,IRB,22.696475,72.896397
1053,2008,Anand Toll Plaza,Conc.,National,Anand,Gujarat,IRB,22.594556,72.981298
1054,2009,Vadodara Toll Plaza,Conc.,National,Vadodara,Gujarat,IRB,22.413798,73.149308
1055,2011,Kheda,Conc.,National,Kheda,Gujarat,IRB,22.715938,72.740905
1056,2012,Vasad,Conc.,National,Anand,Gujarat,IRB,22.453302,73.070523
1057,6001,Gegal,Conc.,National,Ajmer,Rajasthan,Soma Isolux,26.551347,74.780202
1058,6002,Pipalaz,Conc.,National,Ajmer,Rajasthan,Soma Isolux,26.158577,74.371572
1059,7001,Manesar Toll Plaza,Conc.,National,Gurgaon,Haryana,Millinieum City  Expressway,28.395604,76.98176
1060,7002,IGI Toll Plaza,Conc.,National,New Delhi,Delhi,Millinieum City  Expressway,28.543853,77.115435
1061,8001,Jaipur Plaza,Conc.,National,Jaipur,Rajasthan,GVK,26.843328,75.615578
1062,8002,Kishangarh Plaza,Conc.,National,Ajmer,Rajasthan,GVK,26.595329,74.939169
1063,9001,Shahjahanpur Toll Plaza,Conc.,National,Alwar,Rajasthan,Pink City Expressway,27.99978,76.430522
1064,9002,Manoharpura Toll Plaza,Conc.,National,Jaipur,Rajasthan,Pink City Expressway,27.3056399,75.9535128
1065,9003,Daulatpura Toll Plaza,Conc.,National,Jaipur,Rajasthan,Pink City Expressway,27.0868994,75.8345568
1066,10002,Jojro Ka Kheda Toll Plaza,Conc.,National,Chittaurgarh,Rajasthan,IRB,25.082922,74.624379
1067,10004,Narayanpura Toll Plaza,Conc.,National,Udaipur,Rajasthan,NHAI,24.613529,74.233079
1068,10006,Khandi Obri Toll Plaza,Conc.,National,Udaipur,Rajasthan,IRB,23.993636,73.627895
1069,14001,Ambala Chandigarh,Conc.,National,Sahibzada Ajit Singh Nagar,Punjab,GMR,30.527449,76.813037
1070,15001,Pantangi,Conc.,National,Nalgonda,Telangana,GMR,17.232887,78.960464
1071,15002,Koralaphad,Conc.,National,Nalgonda,Telangana,GMR,17.159784,79.475426
1072,15003,Chillakallu,Conc.,National,Krishna,Andhra Pradesh,GMR,16.885015,80.160654
1073,16001,Vanagiri,Conc.,National,Koppal,Karnataka,GMR,15.819341,76.174865
1074,16002,Shahapur,Conc.,National,Koppal,Karnataka,GMR,15.357898,76.312781
1075,16003,Hitnal,Conc.,National,Koppal,Karnataka,GMR,15.323649,76.303646
1076,17001,Karjeevanhally Toll Plaza,Conc.,National,Tumkur,Karnataka,IRB,13.612918,76.953866
1077,17002,Guilalu Toll Plaza,Conc.,National,Chitradurga,Karnataka,IRB,14.053778,76.560573
1078,18001,Vikkravandi Toll Plaza,Conc.,National,Villupuram,Tamil Nadu,Ulundurpet Expressway(IDFC),12.024441,79.538059
1079,19001,SENGURICHI Toll Plaza,Conc.,National,Villupuram,Tamil Nadu,Trichy Tollways Pvt Ltd,11.706434,79.322335
1080,19002,THIRUMANDURAI Toll Plaza,Conc.,National,Perambalur,Tamil Nadu,Trichy Tollways Pvt Ltd,11.396808,78.99356
1081,24001,MANSAR Toll Plaza,Conc.,National,Nagpur,Maharashtra,NHAI,21.382312,79.25332
1082,24002,Kamptee Kanhan Bypass,Conc.,National,Nagpur,Maharashtra,NHAI,21.244457,79.2490091
1083,24003,NAGPUR BYPASS CHECK TOLL PLAZ,Conc.,National,Nagpur,Maharashtra,NHAI,20.2299353,79.0131934
1084,24004,Borkhedi Toll Plaza,Conc.,National,Wardha,Maharashtra,NHAI,20.85612,78.963632
1085,25001,Karanja Toll Plaza,Conc.,National,Wardha,Maharashtra,NHAI,21.157585,78.388033
1086,26001,Korai Toll Plaza,Conc.,National,Agra,Uttar Pradesh,Bhubaneswar Expressway,27.114895,77.715981
1087,27001,Khalghat Toll Plaza,Conc.,National,Dhar,Madhya Pradesh,NHAI,22.173782,75.456797
1088,28001,Barajore Toll Plaza,Conc.,National,Kanpur Dehat,Uttar Pradesh,NHAI,26.3854208,80.018945
1089,28002,Anantram Toll Plaza,Conc.,National,Auraiya,Uttar Pradesh,NHAI,26.594931,79.268034
1090,29001,Laxamannath Plaza,Conc.,National,Bangalore Rural,Karnataka,NHAI,13.193545,77.64981
1091,29002,Rampura Plaza,Conc.,National,West Medinipur,West Bengal,NHAI,22.24076,87.39207
1092,30001,LADPALWAN Toll Plaza,Conc.,National,Pathankot,Punjab,IRB,32.197881,75.533697
1093,30002,WARYAM NANGAL Toll Plaza,Conc.,National,Amritsar,Punjab,IRB,31.731947,75.041365
1094,31001,Barkheda Toll Plaza,Conc.,National,Jaipur,Rajasthan,IRB,26.68816,75.904726
1095,31002,Sonwa Toll Plaza,Conc.,National,Tonk,Rajasthan,IRB,26.1098541,75.7435763
1096,32001,Omalur Toll Plaza,Conc.,National,Salem,Tamil Nadu,IRB,11.72034,78.07338
1097,33001,Daffi Toll Plaza,Conc.,National,Varanasi,Uttar Pradesh,Bhilwara Rajsamand Tollway,25.248275,82.994017
1098,33002,Mohania Toll Plaza,Conc.,National,Kaimur,Bihar,KNR Tollways Pvt. Ltd.,25.1882337,83.5615933
1099,33003,Sasaram Toll Plaza,Conc.,National,Rohtas,Bihar,Khed -Sinnar Expressway,24.957125,83.954997
1100,34001,Raikal Toll Plaza,Conc.,National,Mahabubnagar,Telangana,NAVAYUGA UDUPI TOLLWAY PVT LTD,17.005867,78.194493
1101,35001,Electronic City Phase 1,Conc.,National,Bangalore Urban,Karnataka,NAVAYUGA UDUPI TOLLWAY PVT LTD,12.84615,77.671765
1102,35002,ATTIBELLE,Conc.,National,Bangalore Urban,Karnataka,BETL,12.776883,77.777119
1103,36001,Samayapuram Toll Plaza,Conc.,National,Tiruchirappalli,Tamil Nadu,Indu Navayuga,10.92937,78.744056
1104,39001,L&T PANIPAT,Conc.,National,Panipat,Haryana,L&T,29.433664,76.97014
1105,40001,Khaniwade Toll Plaza,Conc.,National,Palghar,Maharashtra,IRB,19.519667,72.916898
1106,41001,JATL Dhilwan Toll Plaza,Conc.,National,Kapurthala,Punjab,IVRCL,31.499318,75.323065
1107,41002,JATL Nijjerpura Toll Plaza,Conc.,National,Amritsar,Punjab,IVRCL,31.577704,74.997072
1108,42001,Vijayamangalam Toll Plaza,Conc.,National,Erode,Tamil Nadu,IVRCL,11.245714,77.519702
1109,43001,Vaiguntham Toll Plaza,Conc.,National,Salem,Tamil Nadu,IVRCL,11.513282,77.923946
1110,44001,TASAWADE Toll Plaza,Conc.,National,Satara,Maharashtra,MSRDCL,17.365756,74.122928
1111,44002,Kini Toll Plaza,Conc.,National,Kolhapur,Maharashtra,MSRDCL,16.8767054,74.2983001
1112,45001,Guduru Toll Plaza,Conc.,National,Nalgonda,Telangana,Sadbhav,17.485724,78.8217
1113,46001,Bijapur Toll Plaza,Conc.,National,Bijapur,Karnataka,Sadbhav,16.786741,75.739648
1114,46002,Nagarhalla Toll Plaza,Conc.,National,Bagalkot,Karnataka,Sadbhav,16.290371,75.923507
1115,47001,Tatiawas Toll Plaza,Conc.,National,Jaipur,Rajasthan,Reliance,27.089775,75.7415
1116,48001,Sullurpet Plaza (NH-16),Conc.,National,Nellore,Andhra Pradesh,SWARNA TOLLWAY PRIVATE LIMITED,13.744936,79.990993
1117,48002,Budhanam Plaza (NH- 16),Conc.,National,Nellore,Andhra Pradesh,SWARNA TOLLWAY PRIVATE LIMITED,14.059589,79.894624
1118,48003,Nellore Plaza (NH- 16),Conc.,National,Nellore,Andhra Pradesh,SWARNA TOLLWAY PRIVATE LIMITED,14.312218,79.916296
1119,48004,Keesara Plaza (NH-65),Conc.,National,Vijaywada,Andhra Pradesh,SWARNA TOLLWAY PRIVATE LIMITED,16.718077,80.324314
1120,49001,Kaza Toll Plaza Mangalgiri,Conc.,National,Guntur,Andhra Pradesh,IJM,16.3856,80.53367
1121,50001,Niyamatpur Ekrotiya Toll Plaz,Conc.,National,Moradabad,Uttar Pradesh,Moradabad Bareilly Expressway,28.814182,78.902248
1122,50002,Thiriya Khetal Toll Plaza,Conc.,National,Bareilly,Uttar Pradesh,Moradabad Bareilly Expressway,28.480289,79.283886
1123,51001,Sawaleshwar Toll Plaza,Conc.,National,Solapur,Maharashtra,ILFS & ITNL,17.7643864,75.7558759
1124,51002,Varwade Toll Plaza,Conc.,National,Solapur,Maharashtra,ILFS & ITNL,17.957556,75.330977
1125,52001,Pithadiya Toll Plaza,Conc.,National,Rajkot,Gujarat,ILFS,22.082642,70.781004
1126,52002,Bharudi Toll Plaza,Conc.,National,Rajkot,Gujarat,ILFS,21.805381,70.663976
1127,53001,Gondkhairi Plaza,Conc.,National,Nagpur,Maharashtra,Atlanata Infra,21.137001,78.89666
1128,54001,Patas Plaza,Conc.,National,Pune,Maharashtra,TRIL,18.424491,74.466193
1129,54002,Sardewadi Plaza,Conc.,National,Raigad,Maharashtra,TRIL,18.096508,75.0661222
1130,55001,Ponnambalapatti Plaza,Conc.,National,Tiruchirappalli,Tamil Nadu,Reliance,10.536356,78.257059
1131,56001,Kozhinjiipatti Plaza,Conc.,National,Dindigul,Tamil Nadu,Reliance,10.194334,77.909215
1132,57001,Rasampalayam Plaza,Conc.,National,Namakkal,Tamil Nadu,Reliance,11.193895,78.103219
1133,58001,Mettupatti Plaza,Conc.,National,Salem,Tamil Nadu,Reliance,11.661687,78.330731
1134,58002,Nathakkarai Plaza,Conc.,National,Salem,Tamil Nadu,Reliance,11.592809,78.780812
1135,58003,Veeracholapuram Plaza,Conc.,National,Villupuram,Tamil Nadu,Reliance,11.736464,79.010409
1136,59001,Thiruparaithurai Plaza,Conc.,National,Tiruchirappalli,Tamil Nadu,Reliance,10.885791,78.557668
1137,59002,Manavasi Plaza,Conc.,National,Karur,Tamil Nadu,Reliance,10.931722,78.218401
1138,60001,Krishnagiri Plaza,Conc.,National,Krishnagiri,Tamil Nadu,Reliance,12.544583,78.201132
1139,61001,Anewadi Toll Plaza,Conc.,National,Satara,Maharashtra,Reliance,17.810312,73.971381
1140,61002,Khed-Shivapur Toll Plaza,Conc.,National,Pune,Maharashtra,Reliance,18.3313849,73.8525197
1141,62001,Srinagar Toll Plaza,Conc.,National,Palwal,Haryana,Reliance,28.00548,77.332377
1142,62002,Mahuvan Toll Plaza,Conc.,National,Mathura,Uttar Pradesh,Reliance,27.337188,77.737458
1143,63001,Bhatwada Toll Plaza,Conc.,National,Dahod,Gujarat,Highway Concessions,22.79296,73.842845
1144,63101,Bellupada,TOT,National,Icchapuram,Andhra Pradesh,NHAI,19.111282,84.699281
1145,69001,Vempadu,TOT,National,Vishakhapatnam,Andhra Pradesh,NHAI,17.397831,82.67582
1146,70001,Krishnavaram,TOT,National,East Godavari,Andhra Pradesh,NHAI,17.215448,82.1107
1147,73001,Bollapalli Toll Plaza,Conc.,National,Prakasam,Andhra Pradesh,Saimbhapuri Expressway Ltd.,15.886754,80.070843
1148,73002,Tangatur Toll Plaza,Conc.,National,Prakasam,Andhra Pradesh,Saimbhapuri Expressway Ltd.,15.358166,80.040105
1149,73003,Musunur Toll Plaza,Conc.,National,Nellore,Andhra Pradesh,Saimbhapuri Expressway Ltd.,14.851945,79.987847
1150,78001,Indalwai,Conc.,National,Nizamabad,Telangana,Navayuga,18.538284,78.239718
1151,79001,Sakapur Toll Plaza,Conc.,National,Mahabubnagar,Telangana,L&T,16.5356759,77.9444736
1152,84001,Hariabara,Conc.,National,Araria,Bihar,SMS,26.152636,87.445216
1153,85001,Asanpur  Toll Plaza,Conc.,National,Supaul,Bihar,SMS,26.297778,86.632891
1154,87001,Maithi,Conc.,National,Muzaffarpur,Bihar,SMS,26.112648,85.564827
1155,91001,Durg By pass,Conc.,National,Durg,Chhattisgarh,SMS Shivnath Infrastructure,21.214518,81.287962
1156,92001,Thakurtolla Toll Plaza,Conc.,National,Rajnandgaon,Chhattisgarh,Ashoka Buildcon,21.117914,81.122298
1157,96001,Surajbari Toll Plaza,TOT,National,Kutch,Gujarat,NHAI,23.233738,70.689457
1158,97001,Vaghasiya Toll Plaza,TOT,National,Morbi,Gujarat,Safeway Concessions,22.42301,71.088805
1159,98001,Vanana Toll Plaza,TOT,National,Porbandar,Gujarat,Safeway Concessions,21.664929,69.709536
1160,99001,Dhumiyani Toll Plaza,TOT,National,Rajkot,Gujarat,NHAI,21.751451,70.326793
1161,100001,Samakhiali,Conc.,National,Kutch,Gujarat,L&T,23.308555,70.49059
1162,103001,Jat Gangaicha Toll Plaza,Conc.,National,Rewari,Haryana,Kurukshetra Expressways,28.275006,76.613363
1163,103002,Dighal Toll Plaza,Conc.,National,Jhajjar,Haryana,Kurukshetra Expressways,28.776746,76.621688
1164,104001,Makrauli Kalan Toll Plaza,Conc.,National,Rohtak,Haryana,Sadbhav,28.944307,76.609736
1165,104002,Dahar Toll Plaza,Conc.,National,Panipat,Haryana,Sadbhav,29.31922,76.918442
1166,111001,Hirebgewadi Toll Plaza,Conc.,National,Belagavi,Karnataka,Ashoka Buildcon,15.76311,74.64785
1167,115001,Kulumapalya Toll Plaza,Conc.,National,Bangalore Rural,Karnataka,Jass Tollways,13.114638,77.37463
1168,115002,Chokkenahalli Toll Plaza,Conc.,National,Tumkur,Karnataka,Jass Tollways,13.302065,77.161956
1169,116001,Navayuga Bangalooru Tollway,Conc.,National,Bangalore Rural,Karnataka,Navayuga,13.090678,77.399788
1170,116003,Devanahalli Toll Plaza,Conc.,National,Bangalore Rural,Karnataka,Navayuga,13.1935464,77.6475256
1171,118002,Bellur Toll Plaza,Conc.,National,Mandya,Karnataka,LANCO DEVANHALI TOLLWAY LTD,12.9628049,76.7704144
1172,119001,Hoskote Toll Plaza,Conc.,National,Bangalore Rural,Karnataka,LANCO HOSKOTE TOLLWAY LTD,13.059436,77.770734
1173,119002,Mulbagal Toll Plaza,Conc.,National,Kolar,Karnataka,LANCO HOSKOTE TOLLWAY LTD,13.148469,78.290548
1174,120001,Shantigrama  Toll Plaza,Conc.,National,Hassan,Karnataka,L&T,12.982709,76.228913
1175,120002,Kadabhalli (Kirasave) Toll Pl,Conc.,National,Mandya,Karnataka,L&T,12.958304,76.623563
1176,123001,Paliyekkara Toll Plaza,Conc.,National,Thrissur,Kerala,Guruvayoor,10.442916,76.260181
1177,124001,Kumbalam Toll Plaza,Conc.,National,Ernakulam,Kerala,Kochi Aror Tollways,9.895245,76.313541
1178,125002,Choundha,Conc.,National,Morena,Madhya Pradesh,Agra Gwalior Pathways,26.468079,78.010109
1179,125003,Baretha or Jajau,Conc.,National,Agra,Uttar Pradesh,Agra Gwalior Pathways,26.932005,77.933357
1180,127001,Malthone,Conc.,National,Sagar,Madhya Pradesh,DPJ DRA Tollways,24.322069,78.526217
1181,127002,Chitora,Conc.,National,Sagar,Madhya Pradesh,DPJ DRA Tollways,23.725416,78.809126
1182,127003,Titarpani,Conc.,National,Sagar,Madhya Pradesh,DPJ DRA Tollways,23.217097,79.043014
1183,130001,Guna,Conc.,National,Guna,Madhya Pradesh,Guna Infra,24.620413,77.26147
1184,131001,Jamli Toll Pllaza,Conc.,National,Barwani,Madhya Pradesh,Khalghat Sendhwa Tollways,21.75667,75.156824
1185,132001,IDTL Toll Plaza-A,Conc.,National,Indore,Madhya Pradesh,Indore Dewas Tollways,22.822692,75.938208
1186,137001,Mathni,Conc.,National,Nagpur,Maharashtra,JMC,21.139545,79.365105
1187,138001,Sendurwafa Toll Plaza,Conc.,National,Bhandara,Maharashtra,Ashoka Buildcon,21.088244,80.034186
1188,139001,Shirpur,Conc.,National,Dhule,Maharashtra,DPTL,21.319733,74.889272
1189,139002,Songir,Conc.,National,Dhule,Maharashtra,DPTL,21.050768,74.784939
1190,140001,Chandwad Toll Plaza,Conc.,National,Nashik,Maharashtra,Ircon Soma,20.325219,74.210736
1191,140002,Laling Toll Plaza,Conc.,National,Dhule,Maharashtra,Ircon Soma,20.833039,74.754271
1192,142001,Ghoti Toll Plaza,Conc.,National,Nashik,Maharashtra,Gammon India,19.708905,73.614819
1193,142002,Arjunalli Toll Plaza,Conc.,National,Thane,Maharashtra,Gammon India,19.361481,73.165874
1194,148001,Manguli Toll Plaza,Conc.,National,Cuttack,Odisha,Shree Jagannath Expressway,20.540387,85.96387
1195,151001,Sambalpur Baragarh Tollways,Conc.,National,Bargarh,Odisha,Ashoka Buildcon,21.353192,83.684183
1196,154001,Gharonda Toll Plaza,PF,National,Karnal,Haryana,Soma Isolux NH One Tollway,29.582281,76.978398
1197,154002,Ghagghar Toll Plaza,PF,National,Ambala,Haryana,Soma Isolux NH One Tollway,30.403876,76.736573
1198,155001,Chandimandir Toll Plaza,Conc.,National,Panchkula,Haryana,JP Infra,30.738834,76.897977
1199,157001,BSC-C&C Kurali Toll Plaza,Conc.,National,Rupnagar,Punjab,BSC-C&C Kurali Toll Plaza,30.908345,76.545373
1200,158001,Harsa Mansar Toll Plaza,Conc.,National,Hoshiarpur,Punjab,NHAI,32.061586,75.614373
1201,159001,Chollang Toll Plaza,Conc.,National,Hoshiarpur,Punjab,NHAI,31.624658,75.640296
1202,163001,Ludhwai Toll Plaza,Conc.,National,Bharatpur,Rajasthan,Madhucon Infra,27.178509,77.416845
1203,163002,Amoli Toll Plaza,Conc.,National,Bharatpur,Rajasthan,Madhucon Infra,27.101301,77.090874
1204,164001,Sikandra Toll Plaza,Conc.,National,Dausa,Rajasthan,JAIPUR MAHUA TOLLWAY,26.944488,76.557567
1205,164002,Rajadhok Toll Plaza,Conc.,National,Jaipur,Rajasthan,JAIPUR MAHUA TOLLWAY,26.859184,76.105596
1206,167001,Vaniyambadi Toll Plaza,Conc.,National,Vellore,Tamil Nadu,L&T,12.648554,78.5833
1207,167002,Pallikonda Toll Plaza,Conc.,National,Vellore,Tamil Nadu,L&T,12.905829,78.951686
1208,169001,L&T Krishnagiri Thopur Toll P,Conc.,National,Dharmapuri,Tamil Nadu,L&T,12.00638,78.08008
1209,170001,Velanchettiyur,Conc.,National,Dindigul,Tamil Nadu,Madhucon Infra,10.6990089,77.93067
1210,176001,Valvanthankottai,Conc.,National,Tiruchirappalli,Tamil Nadu,Madhucon Infra,10.744371,78.834044
1211,176002,Elliyarpathy,Conc.,National,Virudhunagar,Tamil Nadu,Madhucon Infra,9.78299,78.094492
1212,176003,Pudurpandiyapuram,Conc.,National,Thoothukudi,Tamil Nadu,Madhucon Infra,8.862935,78.117106
1213,177001,Pondicherry Tindivanam Toll P,Conc.,National,Villupuram,Tamil Nadu,Pondicherry Tollways,11.983278,79.78836
1214,180001,Tundla Toll Plaza,Conc.,National,Firozabad,Uttar Pradesh,IRB,27.218247,78.272821
1215,180002,Gurau (Formerly Semra Atikaba),Conc.,National,Firozabad,Uttar Pradesh,IRB,26.996524,78.777334
1216,182001,Salemgarh Toll Plaza,Conc.,National,Kushinagar,Uttar Pradesh,M/s Gorakhpur Kasia Tollways,26.631703,84.238336
1217,183001,Muzaina Hetim Toll Plaza,Conc.,National,Kushinagar,Uttar Pradesh,M/s Gorakhpur Kasia Tollways,26.733855,83.808555
1218,184001,Tendua Toll Plaza,Conc.,National,Gorakhpur,Uttar Pradesh,M/s Gorakhpur Kasia Tollways,26.724015,83.274398
1219,185001,Chaukadi Toll Plaza,Conc.,National,Basti,Uttar Pradesh,Ayodhya Gorakhpur SMS Toll,26.781298,82.417008
1220,186001,Mandawnagar Toll Plaza,Conc.,National,Basti,Uttar Pradesh,Ayodhya Gorakhpur SMS Toll,26.810525,82.731283
1221,187001,Nawabganj Toll Plaza,Conc.,National,Bareilly,Uttar Pradesh,PNC Kanpur-Ayodhya Tollways,28.45428,79.437658
1222,187002,Ahmadpur Toll Plaza,Conc.,National,Barabanki,Uttar Pradesh,PNC Kanpur-Ayodhya Tollways,26.858351,81.422451
1223,187003,Ronahi Toll Plaza,Conc.,National,Faizabad,Uttar Pradesh,PNC Kanpur-Ayodhya Tollways,26.767878,81.949556
1224,189001,AIT Toll Plaza,Conc.,National,Jalaun,Uttar Pradesh,M/s Welcome Infra,25.87995,79.210312
1225,190001,SEMRI Toll Plaza,Conc.,National,Jhansi,Uttar Pradesh,Bhargavendra Nath Upadhyaya,25.636776,78.875045
1226,193001,Brijghat Toll Plaza,Conc.,National,Hapur,Uttar Pradesh,IRB,28.767149,78.110043
1227,194001,Joya Toll Plaza,Conc.,National,Amroha,Uttar Pradesh,IRB,28.836176,78.420749
1228,196001,Itaunja Toll Plaza,Conc.,National,Sitapur,Uttar Pradesh,Lucknow Sitapur Expressways,27.1034866,80.8814285
1229,199001,Kokhraj(Sirohi) Toll Plaza,Conc.,National,Kaushambi,Uttar Pradesh,M/s Eagle Infra India Ltd,25.576505,81.5295417
1230,199002,Hand (Sujala ) Toll Plaza,Conc.,National,Allahabad,Uttar Pradesh,M/s Eagle Infra India Ltd,25.3788756,82.1567207
1231,199003,Nawabganj Toll Plaza,Conc.,National,Allahabad,Uttar Pradesh,M/s Eagle Infra India Ltd,25.5650131,81.7457289
1232,199004,SORAON Toll Plaza,Conc.,National,Allahabad,Uttar Pradesh,M/s Eagle Infra India Ltd,25.5897643,81.8407997
1233,199005,SAHSON Toll Plaza,Conc.,National,Allahabad,Uttar Pradesh,M/s Eagle Infra India Ltd,25.490249,81.996729
1234,201001,Madrak Toll Plaza,Conc.,National,Aligarh,Uttar Pradesh,Brijbhoomi Expressway,27.803992,78.087073
1235,201002,Baros Toll Plaza,Conc.,National,Hathras,Uttar Pradesh,Brijbhoomi Expressway,27.335508,78.031048
1236,204001,Rajchandrapur Toll Plaza,Conc.,National,Howrah,West Bengal,Second Vivekananda Bridge,22.654299,88.325166
1237,205001,Jaladhulagori Toll Plaza,Conc.,National,Howrah,West Bengal,Ashoka Buildcon,22.573188,88.181679
1238,205002,Debra Toll Plaza,Conc.,National,West Medinipur,West Bengal,Ashoka Buildcon,22.397144,87.522855
1239,208001,Sonapetya,Conc.,National,Purba Medinipur,West Bengal,NHAI,22.335479,87.869477
1240,209001,Beliyad Toll Plaza,Conc.,National,Dhanbad,Jharkhand,M/s IL&FS,23.763627,86.79803
1241,210001,Chandermore Plaza,Conc.,National,Murshidabad,West Bengal,Barahmpur-Farakka Tollway,24.563182,88.019993
1242,210002,Shibpur Plaza,Conc.,National,Murshidabad,West Bengal,Barahmpur-Farakka Tollway,24.150449,88.18629
1243,212001,Laxmipuram,TOT,National,Srikakulam,Andhra Pradesh,NHAI,18.733529,84.389803
1244,215001,Aliyapur Toll Plaza,Conc.,National,Kanpur Nagar,Uttar Pradesh,PNC Kanpur Highways Ltd.,26.06978,80.163008
1245,215002,Khanna Toll Plaza,Conc.,National,Hamirpur,Uttar Pradesh,PNC Kanpur Highways Ltd.,25.543293,80.060095
1246,216001,Sivaya Toll Plaza,Conc.,National,Meerut,Uttar Pradesh,Western UP Tollway Ltd.,29.095601,77.710995
1247,217001,Bhatia  Toll Plaza,Conc.,National,Surat,Gujarat,Soma Isolux,21.090354,72.922502
1248,217002,Mandal Toll Plaza,Conc.,National,Tapi,Gujarat,Soma Isolux,21.134892,73.478457
1249,220001,Raipur,Conc.,National,Pali,Rajasthan,L&T,26.063612,74.059477
1250,220002,Indranagar,Conc.,National,Pali,Rajasthan,L&T,25.829753,73.459836
1251,220003,BIRAMI,Conc.,National,Pali,Rajasthan,L&T,25.371114,73.201486
1252,220004,UTHMAN,Conc.,National,Sirohi,Rajasthan,L&T,25.033571,72.94353
1253,230001,IVRCL Chengapally Tollways Li,Conc.,National,Tiruppur,Tamil Nadu,IVRCL,11.012852,77.073167
1254,234001,Palempalli Toll Plaza,Conc.,National,Kadapa,Andhra Pradesh,Rayalasema Expressway,14.51346,78.791105
1255,234002,Chagalmarri Toll Plaza,Conc.,National,Kurnool,Andhra Pradesh,Rayalasema Expressway,14.979577,78.574764
1256,235001,Mandawara Toll Plaza,Conc.,National,Rajsamand,Rajasthan,Shreenathji Udaipur Tollway,25.20385,73.814701
1257,235002,Negadiya Toll Plaza,Conc.,National,Rajsamand,Rajasthan,Shreenathji Udaipur Tollway,24.7998229,73.7603221
1258,239100,LUHARLI Toll Plaza,Conc.,National,Gautam Buddh Nagar,Uttar Pradesh,Gaziabad Aligarh Expressway,28.499246,77.627269
1259,239101,Gabhana Toll Plaza,Conc.,National,Aligarh,Uttar Pradesh,Gaziabad Aligarh Expressway,28.062821,77.946047
1260,239300,Unguturu Toll Plaza,TOT,National,West Godavari,Andhra Pradesh,NHAI,16.823733,81.430668
1261,239301,Eethakota at Km.946.300,TOT,National,East Godavari,Andhra Pradesh,NHAI,16.715212,81.82786
1262,239400,Rohad Toll Plaza,Conc.,National,Rohtak,Haryana,West Haryana Highways Project,28.754563,76.795216
1263,239700,PamPamPallam Toll Plaza,Conc.,National,Palakkad,Kerala,KNR Walayar Tollways Pvt Ltd,10.8131538,76.7957998
1264,239900,Raje Toll Plaza (T-2),Conc.,National,Darbhanga,Bihar,SMS,26.225144,86.150263
1265,241700,Chhuhipali Toll Plaza,Conc.,National,Mahasamund,Chhattisgarh,BSCPL Aurang Tollway Limited,21.299821,82.942781
1266,241701,Dhank Toll Plaza,Conc.,National,Mahasamund,Chhattisgarh,BSCPL Aurang Tollway Limited,21.227203,82.42025
1267,241900,Mandir Hasaud Toll Plaza,Conc.,National,Raipur,Chhattisgarh,Raipur Expressways Limited,21.20296,81.905328
1268,242000,Madina Toll Plaza,Conc.,National,Rohtak,Haryana,Rohtak Hissar Tollway,28.9374978,76.3981516
1269,242001,Mayar Toll Plaza,Conc.,National,Hisar,Haryana,Rohtak Hissar Tollway,29.100827,75.885338
1270,243000,Rupakheda Toll Plaza,Conc.,National,Chittaurgarh,Rajasthan,Bhilwara Rajsamand Tollway,25.1100285,73.9887022
1271,243001,Mujras Toll Plaza,Conc.,National,Ahmedabad,Gujarat,Bhilwara Rajsamand Tollway,25.2747754,74.4927949
1272,244000,18th Mile Toll Plaza,Conc.,National,Farakka,West Bengal,Farakka Raiganj Highways Ltd.,24.82246724,87.96696231
1273,244001,Gazole Toll Plaza,Conc.,National,Malda,West Bengal,Farakka Raiganj Highways Ltd.,25.1958866,88.18264181
1274,245001,SONWAY Toll Plaza,Conc.,National,Indore,Madhya Pradesh,Oriental Pathways(Indore),22.6118196,75.7764414
1275,380001,DidarGanj,Conc.,National,Patna,Bihar,BPAPA,25.5721918,85.2400643
1276,284001,Mahant Maniyari,Conc.,National,Muzaffarpur,Bihar,KNR Muzaffarpur Baraunitollway,26.0387944,85.4475413
1277,257001,Sasthan Toll Plaza,Conc.,National,Sasthan,Karnataka,Navayuga,13.476043,74.7127896
1278,312001,Narwana,Conc.,National,Dharamgarh,Haryana,IRB,29.5781487,76.0887316
1279,312002,Badopatti,Conc.,National,Bado patti,Haryana,IRB,29.298647,75.8199341
1280,312003,Chaudhariwas,Conc.,National,Chaudhariwas,Haryana,IRB,28.9974934,75.6043331
1281,326002,Deoriya,Conc.,National,?Rudrapur?,Uttarakhand,Kashipur Sitarganj Highways,28.930637,79.475637
